ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
299,Student_299,6.6,71,92.6,A,Pass,90.06
300,Student_300,1.8,53,99.8,A,Pass,79.38
304,Student_304,6.7,99,93.2,A,Pass,99.02000000000001
342,Student_342,5.3,84,99.9,A,Pass,95.74
343,Student_343,2.6,62,96.0,A,Pass,81.39999999999999
350,Student_350,6.6,81,90.4,A,Pass,91.74000000000001
363,Student_363,5.1,70,96.4,A,Pass,89.04
366,Student_366,4.5,86,92.4,A,Pass,90.24000000000001
367,Student_367,9.7,69,90.5,A,Pass,94.4
384,Student_384,8.9,65,97.4,A,Pass,95.74
390,Student_390,8.3,78,94.4,A,Pass,96.63999999999999
400,Student_400,7.8,73,94.4,A,Pass,94.13999999999999
405,Student_405,3.9,74,94.0,A,Pass,86.39999999999999
408,Student_408,1.1,56,97.8,A,Pass,77.67999999999999
410,Student_410,1.8,93,96.2,A,Pass,89.22
415,Student_415,6.7,97,98.9,A,Pass,101.84
432,Student_432,7.9,81,91.6,A,Pass,95.05999999999999
441,Student_441,1.8,71,96.7,A,Pass,82.91999999999999
442,Student_442,9.9,100,91.0,A,Pass,104.39999999999999
461,Student_461,2.1,82,92.7,A,Pass,84.42
462,Student_462,6.8,82,92.8,A,Pass,93.88
463,Student_463,7.7,90,92.2,A,Pass,97.72
466,Student_466,4.4,82,99.1,A,Pass,92.85999999999999
479,Student_479,9.7,91,97.9,A,Pass,105.44
488,Student_488,3.5,58,94.9,A,Pass,81.34
494,Student_494,2.7,61,91.4,A,Pass,78.54
495,Student_495,5.2,57,94.4,A,Pass,84.14
497,Student_497,6.3,99,99.0,A,Pass,101.69999999999999
501,Student_501,7.3,56,93.6,A,Pass,87.55999999999999
507,Student_507,9.2,71,92.9,A,Pass,95.44
510,Student_510,7.5,90,98.0,A,Pass,100.8
512,Student_512,4.8,63,99.0,A,Pass,87.89999999999999
516,Student_516,1.2,72,92.9,A,Pass,79.74000000000001
527,Student_527,4.7,78,91.5,A,Pass,87.7
551,Student_551,5.7,70,90.5,A,Pass,86.7
553,Student_553,6.0,73,98.7,A,Pass,93.12
561,Student_561,7.3,99,91.3,A,Pass,99.07999999999998
563,Student_563,2.2,100,90.2,A,Pass,88.52000000000001
573,Student_573,4.6,55,96.3,A,Pass,83.48
574,Student_574,6.6,88,92.3,A,Pass,94.98
579,Student_579,5.4,52,94.4,A,Pass,83.03999999999999
585,Student_585,6.7,82,91.9,A,Pass,93.14
588,Student_588,2.2,57,98.6,A,Pass,80.66
593,Student_593,2.6,91,95.1,A,Pass,89.56
595,Student_595,9.1,63,91.5,A,Pass,92.0
597,Student_597,7.0,51,94.6,A,Pass,86.06
601,Student_601,2.5,94,97.8,A,Pass,91.88
606,Student_606,5.1,74,92.4,A,Pass,87.84
620,Student_620,7.7,61,94.2,A,Pass,90.22000000000001
621,Student_621,2.7,85,91.1,A,Pass,85.56
631,Student_631,7.4,59,99.7,A,Pass,92.32
639,Student_639,3.4,69,94.6,A,Pass,84.25999999999999
642,Student_642,3.9,61,92.7,A,Pass,81.72
650,Student_650,5.5,61,93.6,A,Pass,85.46
662,Student_662,9.9,63,97.0,A,Pass,96.89999999999999
692,Student_692,4.8,99,95.9,A,Pass,96.83999999999999
699,Student_699,2.4,65,92.5,A,Pass,79.8
702,Student_702,1.5,57,99.6,A,Pass,79.85999999999999
708,Student_708,8.3,81,94.5,A,Pass,97.6
713,Student_713,5.2,96,97.3,A,Pass,97.58
732,Student_732,8.3,95,96.5,A,Pass,103.0
739,Student_739,5.0,63,94.8,A,Pass,85.78
741,Student_741,5.2,54,92.4,A,Pass,82.04
744,Student_744,5.5,77,94.1,A,Pass,90.55999999999999
759,Student_759,9.0,53,90.7,A,Pass,88.32
769,Student_769,4.1,62,91.5,A,Pass,81.7
770,Student_770,8.4,90,95.0,A,Pass,100.8
782,Student_782,5.9,61,93.4,A,Pass,86.14
796,Student_796,8.8,75,99.3,A,Pass,99.68
803,Student_803,6.2,51,97.8,A,Pass,86.38
813,Student_813,2.1,77,94.0,A,Pass,83.7
815,Student_815,8.8,75,97.4,A,Pass,98.53999999999999
817,Student_817,6.3,61,93.3,A,Pass,86.88
820,Student_820,4.0,97,99.0,A,Pass,96.5
822,Student_822,1.0,64,97.7,A,Pass,79.82
831,Student_831,3.0,99,90.0,A,Pass,89.7
839,Student_839,6.2,96,98.0,A,Pass,100.0
848,Student_848,10.0,62,99.6,A,Pass,98.35999999999999
849,Student_849,5.5,71,92.8,A,Pass,87.98
859,Student_859,6.1,77,97.8,A,Pass,93.97999999999999
860,Student_860,1.6,84,94.6,A,Pass,85.16
863,Student_863,5.7,91,92.2,A,Pass,94.02000000000001
869,Student_869,8.8,62,92.6,A,Pass,91.75999999999999
870,Student_870,9.5,53,96.6,A,Pass,92.85999999999999
873,Student_873,6.8,79,98.9,A,Pass,96.64
875,Student_875,1.2,56,91.8,A,Pass,74.28
885,Student_885,8.2,91,91.9,A,Pass,98.84
886,Student_886,2.6,85,98.8,A,Pass,89.98
891,Student_891,7.5,93,97.4,A,Pass,101.34
894,Student_894,4.6,96,91.2,A,Pass,92.72
896,Student_896,2.8,71,90.8,A,Pass,81.38
897,Student_897,3.6,70,93.6,A,Pass,84.36
899,Student_899,1.1,77,93.0,A,Pass,81.1
903,Student_903,2.6,64,95.6,A,Pass,81.75999999999999
915,Student_915,6.0,99,97.4,A,Pass,100.14
930,Student_930,3.3,98,90.8,A,Pass,90.47999999999999
941,Student_941,3.5,84,96.9,A,Pass,90.34
943,Student_943,6.9,56,97.3,A,Pass,88.97999999999999
957,Student_957,5.7,91,95.8,A,Pass,96.18
959,Student_959,2.5,90,94.4,A,Pass,88.64
964,Student_964,4.5,95,98.7,A,Pass,96.72
969,Student_969,6.1,91,93.3,A,Pass,95.48
998,Student_998,2.2,99,90.4,A,Pass,88.34
