ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
66,Student_66,5.9,72,50.4,D,Pass,63.64
67,Student_67,2.3,93,81.7,B,Pass,81.52
68,Student_68,8.2,88,60.8,C,Pass,79.28
69,Student_69,1.7,64,98.5,A,Pass,81.7
70,Student_70,9.9,98,78.5,B,Pass,96.3
71,Student_71,8.0,53,89.3,B,Pass,85.47999999999999
72,Student_72,2.8,78,48.0,D,Pass,57.8
73,Student_73,1.0,71,91.7,A,Pass,78.32000000000001
74,Student_74,8.3,74,95.4,A,Pass,96.04
75,Student_75,7.4,62,69.2,C,Pass,74.92
76,Student_76,7.6,67,76.4,B,Pass,81.14
77,Student_77,7.9,82,85.9,B,Pass,91.94
78,Student_78,1.7,65,50.5,D,Pass,53.2
79,Student_79,4.2,94,70.2,C,Pass,78.72
80,Student_80,2.0,91,63.9,C,Pass,69.64
81,Student_81,8.8,93,48.8,D,Pass,74.78
82,Student_82,6.6,51,62.1,C,Pass,65.75999999999999
83,Student_83,4.0,84,69.99137749737118,C,Pass,75.1948264984227
84,Student_84,1.6,91,41.5,D,Pass,55.400000000000006
85,Student_85,3.8,83,48.1,D,Pass,61.36
86,Student_86,3.9,79,97.8,A,Pass,90.18
87,Student_87,7.6,62,73.0,C,Pass,77.6
88,Student_88,6.7,62,97.9,A,Pass,90.74
89,Student_89,9.0,67,65.9,C,Pass,77.64
90,Student_90,5.2,81,58.7,D,Pass,69.92
91,Student_91,2.1,81,70.4,C,Pass,70.74000000000001
92,Student_92,7.4,84,66.4,C,Pass,79.84
93,Student_93,7.8,88,46.3,D,Pass,69.77999999999999
94,Student_94,6.1,95,78.4,B,Pass,87.74
95,Student_95,7.9,78,53.0,D,Pass,71.0
96,Student_96,5.4,98,77.2,B,Pass,86.52
97,Student_97,5.7,78,79.0,B,Pass,82.2
98,Student_98,4.8,93,49.1,D,Pass,66.96
99,Student_99,1.2,65,43.7,D,Pass,48.12
100,Student_100,2.0,93,86.8,B,Pass,83.97999999999999
101,Student_101,1.3,96,69.99137749737118,C,Pass,73.3948264984227
102,Student_102,6.7,59,43.5,D,Pass,57.2
103,Student_103,3.8,79,99.7,A,Pass,91.12
104,Student_104,5.6,74,43.5,D,Pass,59.5
105,Student_105,9.2,88,81.7,B,Pass,93.82
106,Student_106,3.2,69,99.0,A,Pass,86.5
107,Student_107,4.7,54,54.4,D,Pass,58.24
108,Student_108,7.8,50,48.5,D,Pass,59.7
109,Student_109,3.1,79,47.3,D,Pass,58.28
110,Student_110,1.7,98,58.2,D,Pass,67.72
111,Student_111,3.6,52,46.1,D,Pass,50.46
112,Student_112,2.5,94,81.5,B,Pass,82.1
113,Student_113,9.4,63,43.7,D,Pass,63.92
114,Student_114,8.3,79,70.6,C,Pass,82.66
115,Student_115,6.7,99,99.8,A,Pass,102.98
116,Student_116,8.8,53,88.8,B,Pass,86.78
117,Student_117,8.2,67,76.9,B,Pass,82.63999999999999
118,Student_118,2.7,86,58.4,D,Pass,66.24000000000001
119,Student_119,9.0,74,77.4,B,Pass,86.64
120,Student_120,5.9,97,71.6,C,Pass,83.85999999999999
121,Student_121,8.3,50,65.6,C,Pass,70.96
122,Student_122,9.1,95,47.8,D,Pass,75.38
123,Student_123,3.9,64,93.2,A,Pass,82.92
124,Student_124,2.0,58,67.0,C,Pass,61.6
125,Student_125,3.1,64,51.7,D,Pass,56.42
126,Student_126,4.8,98,62.1,C,Pass,76.25999999999999
127,Student_127,8.4,73,64.8,C,Pass,77.58
128,Student_128,8.7,53,89.7,B,Pass,87.12
129,Student_129,1.1,61,84.0,B,Pass,70.9
130,Student_130,5.6,86,86.2,B,Pass,88.72
131,Student_131,4.8,86,40.7,D,Pass,59.82
132,Student_132,3.0,92,65.0,C,Pass,72.6
133,Student_133,2.1,55,68.9,C,Pass,62.040000000000006
134,Student_134,4.0,88,41.2,D,Pass,59.120000000000005
135,Student_135,9.5,95,55.6,D,Pass,80.86
136,Student_136,3.9,73,85.6,B,Pass,81.05999999999999
137,Student_137,5.7,60,69.99137749737118,C,Pass,71.3948264984227
138,Student_138,7.3,62,72.1,C,Pass,76.46
139,Student_139,4.3,83,52.9,D,Pass,65.24
140,Student_140,9.7,74,40.7,D,Pass,66.02000000000001
141,Student_141,9.7,56,69.99137749737118,C,Pass,78.19482649842271
142,Student_142,3.3,53,98.6,A,Pass,81.66
143,Student_143,5.5,57,88.1,B,Pass,80.96
144,Student_144,3.7,69,97.6,A,Pass,86.66
145,Student_145,3.6,78,69.3,C,Pass,72.17999999999999
146,Student_146,1.3,100,46.6,D,Pass,60.56
147,Student_147,6.5,94,72.9,C,Pass,84.94
148,Student_148,5.5,95,67.3,C,Pass,79.88
149,Student_149,1.5,59,90.7,A,Pass,75.12
150,Student_150,3.5,92,45.9,D,Pass,62.14
151,Student_151,9.2,83,69.3,C,Pass,84.88
152,Student_152,3.2,75,49.0,D,Pass,58.3
153,Student_153,2.3,90,59.5,D,Pass,67.3
154,Student_154,5.4,98,84.2,B,Pass,90.72
155,Student_155,9.9,52,68.6,C,Pass,76.56
156,Student_156,3.2,55,62.6,C,Pass,60.46
157,Student_157,7.0,54,69.99137749737118,C,Pass,72.1948264984227
158,Student_158,7.9,54,67.6,C,Pass,72.55999999999999
159,Student_159,3.1,96,87.1,B,Pass,87.26
160,Student_160,7.6,72,93.5,A,Pass,92.9
161,Student_161,4.3,98,97.3,A,Pass,96.38
162,Student_162,6.7,58,87.2,B,Pass,83.12
163,Student_163,6.7,84,58.9,D,Pass,73.94
164,Student_164,5.8,69,81.3,B,Pass,81.07999999999998
165,Student_165,1.8,98,66.3,C,Pass,72.77999999999999
166,Student_166,8.5,91,55.3,D,Pass,77.48
167,Student_167,3.9,84,90.5,A,Pass,87.3
168,Student_168,2.7,99,42.3,D,Pass,60.48
169,Student_169,1.4,67,94.1,A,Pass,79.35999999999999
170,Student_170,6.3,66,67.7,C,Pass,73.02
171,Student_171,7.1,73,78.2,B,Pass,83.02
172,Student_172,1.1,52,79.6,B,Pass,65.56
173,Student_173,5.6,81,93.7,A,Pass,91.72
174,Student_174,3.0,84,78.2,B,Pass,78.12
175,Student_175,6.8,87,69.99137749737118,C,Pass,81.6948264984227
176,Student_176,2.6,62,44.0,D,Pass,50.2
177,Student_177,7.2,96,69.99137749737118,C,Pass,85.19482649842271
178,Student_178,4.5,74,49.0,D,Pass,60.6
179,Student_179,9.4,58,84.2,B,Pass,86.72
180,Student_180,2.2,53,70.7,C,Pass,62.72
181,Student_181,4.1,63,80.8,B,Pass,75.58
182,Student_182,2.0,86,42.5,D,Pass,55.3
183,Student_183,9.3,83,45.1,D,Pass,70.56
184,Student_184,8.9,60,83.0,B,Pass,85.6
185,Student_185,3.3,90,44.3,D,Pass,60.18
186,Student_186,6.9,52,44.3,D,Pass,55.98
187,Student_187,8.4,77,40.7,D,Pass,64.32
188,Student_188,6.0,78,97.4,A,Pass,93.84
189,Student_189,5.8,58,84.3,B,Pass,79.57999999999998
190,Student_190,3.2,52,61.2,C,Pass,58.72
191,Student_191,1.8,74,57.8,D,Pass,60.48
192,Student_192,9.1,83,61.0,C,Pass,79.7
193,Student_193,9.1,61,86.5,B,Pass,88.4
194,Student_194,6.7,91,79.7,B,Pass,88.52000000000001
195,Student_195,4.1,58,51.1,D,Pass,56.260000000000005
196,Student_196,4.1,64,50.4,D,Pass,57.64
197,Student_197,7.5,89,45.9,D,Pass,69.24
198,Student_198,9.1,74,69.99137749737118,C,Pass,82.3948264984227
199,Student_199,9.0,54,85.9,B,Pass,85.74
200,Student_200,8.0,60,55.9,D,Pass,67.53999999999999
201,Student_201,6.8,83,41.3,D,Pass,63.28
202,Student_202,1.8,73,44.9,D,Pass,52.44
203,Student_203,2.5,64,98.1,A,Pass,83.05999999999999
204,Student_204,9.1,87,57.7,D,Pass,78.92
205,Student_205,6.5,57,86.2,B,Pass,81.82
206,Student_206,1.1,54,77.5,B,Pass,64.9
207,Student_207,1.9,97,62.9,C,Pass,70.63999999999999
208,Student_208,7.0,75,52.3,D,Pass,67.88
209,Student_209,1.0,67,47.3,D,Pass,50.48
210,Student_210,2.4,55,76.9,B,Pass,67.44
211,Student_211,5.9,86,86.5,B,Pass,89.5
212,Student_212,7.2,97,78.6,B,Pass,90.66
213,Student_213,6.9,62,71.8,C,Pass,75.47999999999999
214,Student_214,3.0,77,42.5,D,Pass,54.6
215,Student_215,7.4,54,98.1,A,Pass,89.85999999999999
216,Student_216,3.1,62,87.9,B,Pass,77.54
217,Student_217,3.9,66,57.6,D,Pass,62.16
218,Student_218,7.7,99,69.99137749737118,C,Pass,87.0948264984227
219,Student_219,6.8,89,76.1,B,Pass,85.96
220,Student_220,8.6,94,74.9,C,Pass,90.34
221,Student_221,6.9,81,84.9,B,Pass,89.04
222,Student_222,6.1,78,88.7,B,Pass,88.82000000000001
223,Student_223,1.8,100,79.4,B,Pass,81.24
224,Student_224,4.3,52,47.7,D,Pass,52.82
225,Student_225,3.4,89,60.3,C,Pass,69.67999999999999
226,Student_226,3.2,83,95.7,A,Pass,88.72
227,Student_227,9.8,89,53.5,D,Pass,78.4
228,Student_228,4.5,76,62.3,C,Pass,69.17999999999999
229,Student_229,9.0,62,65.9,C,Pass,76.14
230,Student_230,6.7,94,66.4,C,Pass,81.44000000000001
231,Student_231,8.2,82,76.8,B,Pass,87.07999999999998
232,Student_232,5.5,55,96.6,A,Pass,85.46
233,Student_233,6.2,73,54.4,D,Pass,66.94
234,Student_234,5.4,68,47.3,D,Pass,59.58
235,Student_235,2.8,65,69.99137749737118,C,Pass,67.0948264984227
236,Student_236,7.5,89,93.2,A,Pass,97.62
237,Student_237,3.5,77,78.7,B,Pass,77.32
238,Student_238,1.2,82,57.2,D,Pass,61.32
239,Student_239,6.8,97,89.0,B,Pass,96.1
240,Student_240,2.6,90,91.7,A,Pass,87.22000000000001
241,Student_241,9.5,62,90.8,A,Pass,92.08
242,Student_242,9.6,92,95.1,A,Pass,103.86
243,Student_243,9.2,94,55.1,D,Pass,79.66
244,Student_244,4.3,74,85.3,B,Pass,81.97999999999999
245,Student_245,1.1,91,67.6,C,Pass,70.06
246,Student_246,9.4,85,90.5,A,Pass,98.6
247,Student_247,4.9,76,83.7,B,Pass,82.82
248,Student_248,9.7,87,86.6,B,Pass,97.45999999999998
249,Student_249,9.7,56,79.4,B,Pass,83.84
250,Student_250,8.7,54,50.6,D,Pass,63.96
251,Student_251,3.7,92,72.7,C,Pass,78.62
252,Student_252,4.5,94,99.1,A,Pass,96.66
253,Student_253,8.7,100,96.2,A,Pass,105.12
254,Student_254,3.9,80,42.6,D,Pass,57.36
255,Student_255,2.5,72,49.9,D,Pass,56.53999999999999
256,Student_256,6.0,91,47.9,D,Pass,68.03999999999999
257,Student_257,9.4,59,83.6,B,Pass,86.66
258,Student_258,7.3,81,89.1,B,Pass,92.36
259,Student_259,6.1,92,52.8,D,Pass,71.47999999999999
260,Student_260,1.9,79,70.4,C,Pass,69.74
261,Student_261,6.5,88,90.4,A,Pass,93.64
262,Student_262,9.9,80,84.0,B,Pass,94.2
263,Student_263,2.3,67,72.5,C,Pass,68.19999999999999
264,Student_264,5.7,85,75.4,B,Pass,82.14000000000001
265,Student_265,8.9,51,70.5,C,Pass,75.39999999999999
266,Student_266,7.7,63,57.9,D,Pass,69.03999999999999
267,Student_267,7.3,62,73.9,C,Pass,77.53999999999999
268,Student_268,7.3,78,81.3,B,Pass,86.77999999999999
269,Student_269,4.2,61,92.4,A,Pass,82.14000000000001
270,Student_270,3.6,88,78.2,B,Pass,80.52
271,Student_271,8.3,51,85.7,B,Pass,83.32
272,Student_272,8.3,81,49.6,D,Pass,70.66
273,Student_273,8.8,62,67.7,C,Pass,76.82
274,Student_274,9.2,95,40.6,D,Pass,71.25999999999999
275,Student_275,5.6,76,54.8,D,Pass,66.88
276,Student_276,5.5,98,83.6,B,Pass,90.56
277,Student_277,8.2,90,99.5,A,Pass,103.1
278,Student_278,6.8,66,46.0,D,Pass,61.0
279,Student_279,7.3,89,64.1,C,Pass,79.75999999999999
280,Student_280,8.2,80,88.0,B,Pass,93.2
281,Student_281,9.0,83,52.2,D,Pass,74.22
282,Student_282,4.0,73,73.3,C,Pass,73.88
283,Student_283,4.4,94,84.0,B,Pass,87.39999999999999
284,Student_284,1.8,84,77.0,B,Pass,74.99999999999999
285,Student_285,6.2,97,51.3,D,Pass,72.28
286,Student_286,1.3,55,61.3,C,Pass,55.88
287,Student_287,5.2,68,87.0,B,Pass,83.0
288,Student_288,5.9,79,73.3,C,Pass,79.47999999999999
289,Student_289,3.6,56,40.3,D,Pass,48.18
290,Student_290,6.3,59,85.7,B,Pass,81.72
291,Student_291,1.3,90,42.1,D,Pass,54.86000000000001
292,Student_292,1.3,81,84.7,B,Pass,77.72
293,Student_293,8.4,83,52.1,D,Pass,72.96
294,Student_294,4.2,77,97.5,A,Pass,90.0
295,Student_295,2.1,64,62.1,C,Pass,60.66
296,Student_296,5.7,79,59.6,D,Pass,70.86
297,Student_297,7.9,86,48.9,D,Pass,70.94
298,Student_298,2.9,78,58.3,D,Pass,64.17999999999999
299,Student_299,6.6,71,92.6,A,Pass,90.06
300,Student_300,1.8,53,99.8,A,Pass,79.38
301,Student_301,1.5,69,62.1,C,Pass,60.96
302,Student_302,5.8,81,66.9,C,Pass,76.03999999999999
303,Student_303,5.9,85,83.3,B,Pass,87.27999999999999
304,Student_304,6.7,99,93.2,A,Pass,99.02
305,Student_305,7.5,53,75.6,B,Pass,76.25999999999999
306,Student_306,9.8,76,63.5,C,Pass,80.5
307,Student_307,5.6,66,64.8,C,Pass,69.88
308,Student_308,3.9,61,81.7,B,Pass,75.12
309,Student_309,8.2,71,40.2,D,Pass,61.82
310,Student_310,3.4,66,77.2,B,Pass,72.92
311,Student_311,5.0,59,61.3,C,Pass,64.47999999999999
312,Student_312,1.7,50,87.7,B,Pass,71.02000000000001
313,Student_313,1.2,71,45.6,D,Pass,51.06
314,Student_314,9.7,75,75.3,B,Pass,87.08000000000001
315,Student_315,8.5,67,68.9,C,Pass,78.44
316,Student_316,7.3,99,78.5,B,Pass,91.4
317,Student_317,4.7,63,43.9,D,Pass,54.63999999999999
318,Student_318,2.6,96,74.8,C,Pass,78.88
319,Student_319,2.4,78,73.7,C,Pass,72.42
320,Student_320,3.3,61,73.6,C,Pass,69.05999999999999
321,Student_321,5.9,85,76.2,B,Pass,83.02
322,Student_322,7.4,84,80.6,B,Pass,88.35999999999999
323,Student_323,6.9,61,88.3,B,Pass,85.08
324,Student_324,3.5,56,56.2,D,Pass,57.52
325,Student_325,9.6,78,89.5,B,Pass,96.3
326,Student_326,7.6,60,69.9,C,Pass,75.14
327,Student_327,6.0,82,44.6,D,Pass,63.36
328,Student_328,6.5,55,43.5,D,Pass,55.6
329,Student_329,4.8,96,60.1,C,Pass,74.46
330,Student_330,3.2,64,87.1,B,Pass,77.86
331,Student_331,4.2,81,82.5,B,Pass,82.2
332,Student_332,7.8,100,87.3,B,Pass,97.98
333,Student_333,1.1,60,71.0,C,Pass,62.8
334,Student_334,2.0,72,66.4,C,Pass,65.44
335,Student_335,1.4,75,48.8,D,Pass,54.58
336,Student_336,1.4,83,59.7,D,Pass,63.52
337,Student_337,8.7,95,66.0,C,Pass,85.5
338,Student_338,7.3,83,45.3,D,Pass,66.67999999999999
339,Student_339,5.3,78,53.2,D,Pass,65.92
340,Student_340,1.9,53,75.9,B,Pass,65.24
341,Student_341,5.4,66,84.1,B,Pass,81.05999999999999
342,Student_342,5.3,84,99.9,A,Pass,95.74
343,Student_343,2.6,62,96.0,A,Pass,81.39999999999999
344,Student_344,4.9,90,78.6,B,Pass,83.96
345,Student_345,4.6,88,65.3,C,Pass,74.78
346,Student_346,6.5,64,78.2,B,Pass,79.12
347,Student_347,6.7,78,87.1,B,Pass,89.06
348,Student_348,1.4,78,47.1,D,Pass,54.46
349,Student_349,4.4,60,64.6,C,Pass,65.56
350,Student_350,6.6,81,90.4,A,Pass,91.74
351,Student_351,5.5,51,63.0,C,Pass,64.1
352,Student_352,8.7,96,74.3,C,Pass,90.78
353,Student_353,6.9,63,75.3,B,Pass,77.88
354,Student_354,2.5,69,51.1,D,Pass,56.36
355,Student_355,1.6,71,61.7,C,Pass,61.52000000000001
356,Student_356,6.8,60,60.1,C,Pass,67.66
357,Student_357,1.2,76,41.6,D,Pass,50.16
358,Student_358,6.3,52,41.5,D,Pass,53.1
359,Student_359,9.5,66,89.9,B,Pass,92.74
360,Student_360,6.2,93,56.4,D,Pass,74.14
361,Student_361,4.5,77,71.1,C,Pass,74.75999999999999
362,Student_362,6.8,78,57.9,D,Pass,71.74
363,Student_363,5.1,70,96.4,A,Pass,89.04
364,Student_364,5.9,96,55.6,D,Pass,73.96
365,Student_365,9.5,65,65.8,C,Pass,77.97999999999999
366,Student_366,4.5,86,92.4,A,Pass,90.24
367,Student_367,9.7,69,90.5,A,Pass,94.4
368,Student_368,9.1,55,51.2,D,Pass,65.42
369,Student_369,2.8,68,88.2,B,Pass,78.91999999999999
370,Student_370,1.6,54,67.5,C,Pass,59.900000000000006
371,Student_371,1.9,52,69.0,C,Pass,60.8
372,Student_372,1.2,50,48.0,D,Pass,46.2
373,Student_373,1.8,87,44.8,D,Pass,56.58
374,Student_374,7.1,64,83.7,B,Pass,83.62
375,Student_375,1.6,83,69.8,C,Pass,69.98
376,Student_376,3.9,84,66.2,C,Pass,72.72
377,Student_377,8.6,98,83.8,B,Pass,96.88
378,Student_378,1.2,74,85.9,B,Pass,76.14
379,Student_379,8.3,73,49.5,D,Pass,68.19999999999999
380,Student_380,3.5,61,76.6,B,Pass,71.25999999999999
381,Student_381,2.1,67,48.1,D,Pass,53.16
382,Student_382,7.3,64,85.1,B,Pass,84.85999999999999
383,Student_383,6.7,93,79.4,B,Pass,88.94
384,Student_384,8.9,65,97.4,A,Pass,95.74
385,Student_385,7.6,76,44.1,D,Pass,64.46000000000001
386,Student_386,8.2,57,43.4,D,Pass,59.54
387,Student_387,3.5,95,56.9,D,Pass,69.64
388,Student_388,2.6,74,55.7,D,Pass,60.82000000000001
389,Student_389,7.8,66,54.8,D,Pass,68.27999999999999
390,Student_390,8.3,78,94.4,A,Pass,96.64
391,Student_391,9.9,57,55.0,D,Pass,69.89999999999999
392,Student_392,4.7,64,56.3,D,Pass,62.37999999999999
393,Student_393,4.3,76,85.6,B,Pass,82.75999999999999
394,Student_394,8.0,95,67.0,C,Pass,84.69999999999999
395,Student_395,4.1,99,86.6,B,Pass,89.86
396,Student_396,9.4,56,43.9,D,Pass,61.94
397,Student_397,8.7,52,69.3,C,Pass,74.58
398,Student_398,4.9,78,42.0,D,Pass,58.39999999999999
399,Student_399,7.8,93,43.8,D,Pass,69.77999999999999
400,Student_400,7.8,73,94.4,A,Pass,94.14
401,Student_401,1.9,52,69.99137749737118,C,Pass,61.3948264984227
402,Student_402,9.1,69,71.9,C,Pass,82.04
403,Student_403,5.5,95,64.7,C,Pass,78.32
404,Student_404,8.4,64,60.8,C,Pass,72.47999999999999
405,Student_405,3.9,74,94.0,A,Pass,86.39999999999999
406,Student_406,9.1,79,41.3,D,Pass,66.67999999999999
407,Student_407,4.5,63,79.8,B,Pass,75.78
408,Student_408,1.1,56,97.8,A,Pass,77.67999999999999
409,Student_409,9.1,66,73.6,C,Pass,82.16
410,Student_410,1.8,93,96.2,A,Pass,89.22
411,Student_411,3.9,69,43.1,D,Pass,54.36
412,Student_412,9.6,85,65.1,C,Pass,83.76
413,Student_413,9.6,58,55.6,D,Pass,69.96
414,Student_414,6.2,87,83.8,B,Pass,88.78
415,Student_415,6.7,97,98.9,A,Pass,101.84
416,Student_416,5.0,71,55.4,D,Pass,64.53999999999999
417,Student_417,3.6,51,79.3,B,Pass,70.08
418,Student_418,4.0,73,51.9,D,Pass,61.03999999999999
419,Student_419,7.1,57,73.9,C,Pass,75.64
420,Student_420,7.8,60,67.8,C,Pass,74.28
421,Student_421,8.1,62,69.99137749737118,C,Pass,76.79482649842271
422,Student_422,8.1,66,76.5,B,Pass,81.9
423,Student_423,1.8,57,61.0,C,Pass,57.3
424,Student_424,5.4,70,46.8,D,Pass,59.88
425,Student_425,1.5,67,49.1,D,Pass,52.56
426,Student_426,5.9,79,53.5,D,Pass,67.6
427,Student_427,5.0,67,55.1,D,Pass,63.16
428,Student_428,9.0,95,69.99137749737118,C,Pass,88.4948264984227
429,Student_429,4.2,96,73.7,C,Pass,81.42
430,Student_430,2.1,80,71.4,C,Pass,71.04
431,Student_431,2.3,87,46.9,D,Pass,58.84
432,Student_432,7.9,81,91.6,A,Pass,95.06
433,Student_433,6.6,60,83.4,B,Pass,81.24
434,Student_434,1.9,94,44.1,D,Pass,58.46
435,Student_435,1.8,74,82.5,B,Pass,75.3
436,Student_436,7.3,82,72.6,C,Pass,82.75999999999999
437,Student_437,1.7,87,44.9,D,Pass,56.43999999999999
438,Student_438,8.4,90,67.5,C,Pass,84.3
439,Student_439,7.4,57,69.1,C,Pass,73.35999999999999
440,Student_440,1.7,60,49.9,D,Pass,51.34
441,Student_441,1.8,71,96.7,A,Pass,82.91999999999999
442,Student_442,9.9,100,91.0,A,Pass,104.4
443,Student_443,4.4,73,80.1,B,Pass,78.75999999999999
444,Student_444,4.3,90,67.7,C,Pass,76.22
445,Student_445,8.3,66,64.7,C,Pass,75.22
446,Student_446,9.5,61,79.1,B,Pass,84.75999999999999
447,Student_447,9.9,95,72.7,C,Pass,91.92
448,Student_448,7.8,81,43.7,D,Pass,66.12
449,Student_449,4.4,64,70.8,C,Pass,70.47999999999999
450,Student_450,1.8,65,88.4,B,Pass,76.13999999999999
451,Student_451,8.0,71,67.6,C,Pass,77.86
452,Student_452,6.0,77,69.99137749737118,C,Pass,77.0948264984227
453,Student_453,4.8,69,87.2,B,Pass,82.61999999999999
454,Student_454,9.2,82,52.1,D,Pass,74.25999999999999
455,Student_455,2.0,59,55.5,D,Pass,55.0
456,Student_456,5.4,89,49.9,D,Pass,67.44
457,Student_457,1.1,81,59.8,D,Pass,62.38
458,Student_458,5.2,99,85.4,B,Pass,91.34
459,Student_459,1.5,82,71.2,C,Pass,70.32
460,Student_460,2.1,51,52.3,D,Pass,50.88
461,Student_461,2.1,82,92.7,A,Pass,84.42
462,Student_462,6.8,82,92.8,A,Pass,93.88
463,Student_463,7.7,90,92.2,A,Pass,97.72
464,Student_464,6.3,62,54.3,D,Pass,63.78
465,Student_465,9.7,79,67.1,C,Pass,83.35999999999999
466,Student_466,4.4,82,99.1,A,Pass,92.86
467,Student_467,3.6,62,86.3,B,Pass,77.58
468,Student_468,8.8,75,41.6,D,Pass,65.06
469,Student_469,3.0,71,43.9,D,Pass,53.64
470,Student_470,9.7,88,67.8,C,Pass,86.47999999999999
471,Student_471,1.1,51,69.99137749737118,C,Pass,59.494826498422704
472,Student_472,9.7,87,72.3,C,Pass,88.88
473,Student_473,1.4,88,69.9,C,Pass,71.14
474,Student_474,9.0,75,46.3,D,Pass,68.28
475,Student_475,5.7,95,79.4,B,Pass,87.54
476,Student_476,9.9,99,89.3,B,Pass,103.08
477,Student_477,1.7,64,62.8,C,Pass,60.28
478,Student_478,6.0,83,86.5,B,Pass,88.8
479,Student_479,9.7,91,97.9,A,Pass,105.44
480,Student_480,5.7,93,52.2,D,Pass,70.62
481,Student_481,6.7,98,71.4,C,Pass,85.64000000000001
482,Student_482,7.3,89,57.2,D,Pass,75.61999999999999
483,Student_483,5.1,60,87.6,B,Pass,80.76
484,Student_484,6.6,52,74.7,C,Pass,73.62
485,Student_485,6.3,55,78.1,B,Pass,75.96
486,Student_486,9.1,58,87.9,B,Pass,88.34
487,Student_487,1.4,55,63.8,C,Pass,57.57999999999999
488,Student_488,3.5,58,94.9,A,Pass,81.34
489,Student_489,9.6,88,72.0,C,Pass,88.8
490,Student_490,9.0,80,49.5,D,Pass,71.7
491,Student_491,5.1,81,81.8,B,Pass,83.58
492,Student_492,6.6,90,87.6,B,Pass,92.76
