ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
422,Student_422,8.1,66,76.5,B,Pass,81.9
428,Student_428,9.0,95,69.99137749737118,C,Pass,88.4948264984227
438,Student_438,8.4,90,67.5,C,Pass,84.3
442,Student_442,9.9,100,91.0,A,Pass,104.39999999999999
445,Student_445,8.3,66,64.7,C,Pass,75.22
446,Student_446,9.5,61,79.1,B,Pass,84.75999999999999
447,Student_447,9.9,95,72.7,C,Pass,91.92
454,Student_454,9.2,82,52.1,D,Pass,74.25999999999999
465,Student_465,9.7,79,67.1,C,Pass,83.35999999999999
468,Student_468,8.8,75,41.6,D,Pass,65.06
470,Student_470,9.7,88,67.8,C,Pass,86.47999999999999
472,Student_472,9.7,87,72.3,C,Pass,88.88
474,Student_474,9.0,75,46.3,D,Pass,68.28
476,Student_476,9.9,99,89.3,B,Pass,103.08
479,Student_479,9.7,91,97.9,A,Pass,105.44
486,Student_486,9.1,58,87.9,B,Pass,88.34
489,Student_489,9.6,88,72.0,C,Pass,88.8
490,Student_490,9.0,80,49.5,D,Pass,71.7
499,Student_499,9.8,69,52.1,D,Pass,71.56
500,Student_500,9.9,96,51.1,D,Pass,79.25999999999999
504,Student_504,8.3,65,66.4,C,Pass,75.94
507,Student_507,9.2,71,92.9,A,Pass,95.44
508,Student_508,8.4,75,88.2,B,Pass,92.22
509,Student_509,9.5,52,70.3,C,Pass,76.78
513,Student_513,9.4,60,80.1,B,Pass,84.86
514,Student_514,8.8,67,78.1,B,Pass,84.56
518,Student_518,8.3,62,49.7,D,Pass,65.02000000000001
519,Student_519,9.9,74,40.8,D,Pass,66.47999999999999
523,Student_523,9.7,95,69.99137749737118,C,Pass,89.8948264984227
524,Student_524,8.6,85,44.8,D,Pass,69.58
525,Student_525,8.5,94,83.9,B,Pass,95.54
530,Student_530,8.8,93,82.6,B,Pass,95.06
531,Student_531,8.3,67,58.9,D,Pass,72.03999999999999
532,Student_532,10.0,55,68.3,C,Pass,77.47999999999999
533,Student_533,10.0,67,89.3,B,Pass,93.67999999999999
536,Student_536,9.5,86,69.99137749737118,C,Pass,86.79482649842271
537,Student_537,8.6,81,89.7,B,Pass,95.32000000000001
541,Student_541,9.6,59,89.6,B,Pass,90.66
552,Student_552,8.7,80,68.3,C,Pass,82.38
555,Student_555,8.9,86,47.6,D,Pass,72.16
569,Student_569,9.1,51,52.8,D,Pass,65.17999999999999
572,Student_572,8.1,85,79.2,B,Pass,89.22000000000001
575,Student_575,8.8,91,86.0,B,Pass,96.5
576,Student_576,9.5,100,87.3,B,Pass,101.38
578,Student_578,9.3,61,55.6,D,Pass,70.25999999999999
582,Student_582,9.8,89,46.7,D,Pass,74.32
595,Student_595,9.1,63,91.5,A,Pass,92.0
612,Student_612,8.2,74,69.99137749737118,C,Pass,80.59482649842269
615,Student_615,8.9,84,75.9,B,Pass,88.53999999999999
616,Student_616,9.3,86,57.8,D,Pass,79.08000000000001
619,Student_619,8.3,89,69.99137749737118,C,Pass,85.29482649842271
632,Student_632,9.1,78,69.99137749737118,C,Pass,83.5948264984227
646,Student_646,9.0,92,59.0,D,Pass,81.0
649,Student_649,8.1,86,76.1,B,Pass,87.66
662,Student_662,9.9,63,97.0,A,Pass,96.89999999999999
672,Student_672,9.1,86,48.4,D,Pass,73.04
676,Student_676,9.8,100,68.9,C,Pass,90.94
679,Student_679,9.7,91,56.8,D,Pass,80.78
680,Student_680,8.8,69,52.4,D,Pass,69.74000000000001
681,Student_681,8.4,99,71.0,C,Pass,89.1
685,Student_685,9.4,74,42.2,D,Pass,66.32
706,Student_706,9.9,57,65.3,C,Pass,76.08
708,Student_708,8.3,81,94.5,A,Pass,97.6
716,Student_716,9.4,75,78.2,B,Pass,88.22
717,Student_717,8.5,92,43.1,D,Pass,70.46
718,Student_718,9.7,59,55.5,D,Pass,70.4
721,Student_721,9.4,67,81.2,B,Pass,87.61999999999999
726,Student_726,8.6,89,47.3,D,Pass,72.28
728,Student_728,8.2,61,85.1,B,Pass,85.75999999999999
732,Student_732,8.3,95,96.5,A,Pass,103.0
736,Student_736,8.9,68,75.6,B,Pass,83.55999999999999
738,Student_738,8.3,65,78.2,B,Pass,83.02000000000001
746,Student_746,9.1,99,72.0,C,Pass,91.1
749,Student_749,9.2,82,65.3,C,Pass,82.18
752,Student_752,9.5,97,74.6,C,Pass,92.86
756,Student_756,8.1,80,60.6,C,Pass,76.56
759,Student_759,9.0,53,90.7,A,Pass,88.32
760,Student_760,8.1,83,81.5,B,Pass,90.0
768,Student_768,8.9,67,89.3,B,Pass,91.47999999999999
770,Student_770,8.4,90,95.0,A,Pass,100.8
772,Student_772,8.6,68,59.1,D,Pass,73.06
775,Student_775,8.2,50,76.1,B,Pass,77.06
786,Student_786,9.2,68,78.7,B,Pass,86.02000000000001
790,Student_790,9.5,98,64.6,C,Pass,87.16
796,Student_796,8.8,75,99.3,A,Pass,99.68
797,Student_797,9.4,60,67.2,C,Pass,77.12
800,Student_800,9.3,95,69.1,C,Pass,88.56
807,Student_807,9.4,70,63.3,C,Pass,77.78
808,Student_808,9.3,75,49.6,D,Pass,70.86
811,Student_811,9.9,51,67.5,C,Pass,75.6
812,Student_812,8.6,55,57.4,D,Pass,68.14
814,Student_814,9.3,78,47.0,D,Pass,70.19999999999999
815,Student_815,8.8,75,97.4,A,Pass,98.53999999999999
821,Student_821,8.2,86,57.3,D,Pass,76.57999999999998
826,Student_826,9.3,92,72.5,C,Pass,89.69999999999999
837,Student_837,9.2,92,60.5,C,Pass,82.29999999999998
844,Student_844,9.6,100,66.6,C,Pass,89.16
848,Student_848,10.0,62,99.6,A,Pass,98.35999999999999
854,Student_854,9.1,97,63.7,C,Pass,85.52
869,Student_869,8.8,62,92.6,A,Pass,91.75999999999999
870,Student_870,9.5,53,96.6,A,Pass,92.85999999999999
885,Student_885,8.2,91,91.9,A,Pass,98.84
892,Student_892,8.7,94,52.0,D,Pass,76.8
893,Student_893,8.5,91,46.6,D,Pass,72.26
898,Student_898,9.1,71,43.7,D,Pass,65.72
906,Student_906,9.0,91,69.99137749737118,C,Pass,87.29482649842271
907,Student_907,8.4,57,83.4,B,Pass,83.94
918,Student_918,9.5,85,80.6,B,Pass,92.85999999999999
921,Student_921,8.8,74,40.9,D,Pass,64.34
923,Student_923,9.1,68,69.99137749737118,C,Pass,80.5948264984227
924,Student_924,8.2,85,84.4,B,Pass,92.53999999999999
932,Student_932,8.5,93,45.3,D,Pass,72.08
933,Student_933,9.9,83,69.3,C,Pass,86.27999999999999
938,Student_938,9.2,97,60.9,C,Pass,84.03999999999999
944,Student_944,8.5,81,71.4,C,Pass,84.14
948,Student_948,9.1,63,87.7,B,Pass,89.72
949,Student_949,8.9,62,82.4,B,Pass,85.84
954,Student_954,9.2,70,53.9,D,Pass,71.74
972,Student_972,9.4,94,69.99137749737118,C,Pass,88.9948264984227
990,Student_990,8.4,54,84.9,B,Pass,83.94
991,Student_991,8.2,93,59.1,D,Pass,79.75999999999999
997,Student_997,9.3,57,43.8,D,Pass,61.98
999,Student_999,9.6,52,40.2,D,Pass,58.92
